,Education,Marital_Status,Yearly_Income,Recency_(days),Wines,Fruits,Meat,Fish,Sweets,Gold,Discount_Deal,Web_Deal,Catalog_Deal,Store_Deal,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Client_since_(month),Spending,Total_Deal_nondiscount,Children,total_cmp_accepted,Clusters,HasChildren
1800,Bachelor,Single,37070.0,30,231,7,137,4,15,39,9,5,1,8,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,accepted,48,21.7,433,14,2,0,2,yes
1801,Bachelor,Married,44689.0,82,18,0,5,0,0,11,2,1,1,2,7,accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,63,3.0,34,4,2,1,2,yes
1802,Bachelor,Couple,53977.0,21,620,16,165,0,24,82,5,5,5,12,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,56,17.1,907,22,1,0,3,yes
1803,PhD,Single,7144.0,92,81,4,33,5,2,291,0,23,1,1,0,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,48,17.9,416,25,2,0,4,yes
1804,Bachelor,Single,18701.0,95,12,4,2,10,6,10,4,2,0,4,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,50,21.1,44,6,2,0,4,yes
1805,Bachelor,Married,90369.0,2,292,51,981,224,23,17,1,4,6,6,1,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,accepted,58,8.2,1588,16,0,0,1,no
1806,PhD,Single,63159.0,74,965,34,586,89,86,37,1,3,5,8,3,accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,40,32.1,1797,16,0,1,3,no
1807,Bachelor,Couple,37758.0,49,27,2,10,0,0,1,2,1,0,3,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,48,33.2,40,4,2,0,2,yes
1808,PhD,Single,46757.0,71,777,30,163,0,51,122,6,4,4,7,9,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,51,25.8,1143,15,1,0,2,yes
1809,Master,Married,79734.0,72,572,8,232,23,62,17,1,4,3,6,1,not_accepted,not_accepted,not_accepted,accepted,not_accepted,no_complain,not_accepted,45,6.2,914,13,0,1,1,no
1810,Bachelor,Couple,63207.0,68,438,169,565,91,169,70,1,2,3,6,7,not_accepted,not_accepted,not_accepted,accepted,not_accepted,no_complain,not_accepted,22,23.7,1502,11,0,1,3,no
1811,Bachelor,Divorced,72071.0,4,531,69,300,150,138,150,3,5,4,8,2,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,60,22.8,1338,17,1,0,1,yes
1812,PhD,Couple,21840.0,80,17,0,9,0,0,1,1,1,0,3,9,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,31,17.6,27,4,1,0,4,yes
1813,Undergraduate,Couple,58582.0,15,402,35,106,101,77,42,2,9,2,9,5,not_accepted,accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,32,15.3,763,20,1,1,3,yes
1814,Bachelor,Single,72282.0,70,503,27,419,90,139,153,1,5,7,9,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,accepted,63,17.7,1331,21,0,0,1,no
1815,Bachelor,Married,50387.0,91,369,9,87,12,14,34,3,6,2,8,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,58,16.2,525,16,2,0,2,yes
1816,PhD,Couple,32583.0,10,5,0,3,0,0,1,1,1,0,2,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,53,6.6,9,3,2,0,4,yes
1817,Bachelor,Couple,62568.0,99,362,17,398,80,35,61,3,5,3,5,4,not_accepted,not_accepted,not_accepted,accepted,not_accepted,no_complain,not_accepted,52,6.0,953,13,1,1,3,yes
1818,Master,Divorced,44635.0,25,56,0,9,0,0,3,2,2,0,3,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,43,13.9,68,5,2,0,2,yes
1819,Master,Single,33316.0,34,79,1,31,4,4,12,3,2,1,4,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,43,21.0,131,7,2,0,2,yes
1820,Bachelor,Married,63967.0,57,387,84,141,73,35,162,3,4,4,12,2,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,46,16.0,882,20,1,0,3,yes
1821,Undergraduate,Couple,52513.0,84,367,17,241,104,188,232,2,9,5,9,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,36,33.2,1149,23,0,0,3,no
1822,Bachelor,Married,25293.0,51,15,0,11,0,2,9,1,1,1,2,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,45,15.7,37,4,1,0,4,yes
1823,PhD,Single,54111.0,97,267,6,54,8,3,50,2,5,2,6,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,49,16.4,388,13,1,0,3,yes
1824,Bachelor,Couple,78394.0,13,298,27,697,216,24,166,1,4,6,5,2,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,accepted,28,22.8,1428,15,0,0,1,no
1825,Master,Married,80739.0,92,674,92,736,39,0,92,1,3,11,9,1,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,56,19.6,1633,23,0,0,1,no
1826,Master,Couple,22669.0,30,16,14,36,37,22,48,3,4,1,2,9,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,accepted,39,19.6,173,7,1,0,4,yes
1827,Bachelor,Single,29236.0,30,37,4,24,16,9,9,2,4,0,3,9,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,27,16.9,99,7,1,0,4,yes
1828,Bachelor,Couple,44911.0,11,159,0,22,2,1,31,3,4,1,4,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,55,21.9,215,9,1,0,2,yes
1829,PhD,Married,54693.0,72,686,17,142,23,26,35,8,6,4,13,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,52,22.7,929,23,1,0,3,yes
1830,Bachelor,Couple,48186.0,39,97,3,66,12,7,34,3,4,1,4,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,40,9.5,219,9,1,0,2,yes
1831,Bachelor,Married,54809.0,0,63,6,57,13,13,22,4,2,1,5,4,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,accepted,37,13.9,174,8,2,0,3,yes
1832,Bachelor,Couple,41580.0,15,56,5,24,4,0,3,3,2,1,3,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,36,27.0,92,6,2,0,2,yes
1833,PhD,Married,80336.0,12,209,19,456,160,142,66,1,2,9,13,1,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,44,15.9,1052,24,0,0,1,no
1834,Bachelor,Married,47743.0,56,198,2,43,0,12,20,3,4,1,6,6,not_accepted,accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,57,21.6,275,11,1,1,2,yes
1835,Undergraduate,Married,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,59,34.3,587,14,1,0,3,yes
1836,PhD,Divorced,57333.0,55,941,14,397,76,58,176,11,8,5,9,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,accepted,60,27.7,1662,22,1,0,3,yes
1837,PhD,Couple,32313.0,60,86,4,56,2,4,7,3,4,0,4,9,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,32,14.1,159,8,1,0,4,yes
1838,Master,Single,84953.0,73,167,48,602,63,72,72,1,3,10,4,2,not_accepted,accepted,accepted,accepted,not_accepted,no_complain,accepted,61,22.2,1024,17,0,3,1,no
1839,Master,Divorced,27071.0,90,8,3,19,0,2,3,2,2,0,3,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,46,8.4,35,5,1,0,4,yes
1840,Master,Couple,68148.0,86,389,66,408,37,57,85,1,4,4,6,2,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,57,16.2,1042,14,0,0,3,no
1841,Master,Couple,65735.0,37,239,7,119,4,15,11,5,6,2,6,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,49,17.9,395,14,2,0,3,yes
1842,PhD,Married,86836.0,7,179,21,273,0,21,63,1,6,10,6,5,accepted,not_accepted,accepted,accepted,not_accepted,no_complain,accepted,39,25.1,557,22,0,3,1,no
1843,PhD,Married,4023.0,29,5,0,1,1,1,1,15,0,0,0,19,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,51,6.4,9,0,2,0,4,yes
1844,Bachelor,Married,30093.0,19,2,6,28,13,4,16,1,2,0,3,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,24,17.0,69,5,0,0,4,no
1845,PhD,Married,57705.0,14,383,0,53,6,4,40,3,8,1,6,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,48,2.0,486,15,1,0,3,yes
1846,Bachelor,Single,25008.0,72,2,8,8,6,1,9,2,1,0,3,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,26,11.1,34,4,1,0,4,yes
1847,Undergraduate,Single,83257.0,56,536,27,590,38,107,67,1,5,10,12,6,accepted,not_accepted,accepted,not_accepted,not_accepted,complain,accepted,19,27.8,1365,27,0,2,1,no
1848,Bachelor,Couple,22280.0,85,2,1,4,3,1,2,1,1,0,2,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,39,19.7,13,3,1,0,4,yes
1849,PhD,Married,72159.0,62,322,53,899,34,40,53,1,4,6,10,2,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,36,26.4,1401,20,0,0,1,no
1850,Bachelor,Couple,64260.0,1,539,169,816,20,0,30,1,4,5,4,3,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,accepted,53,14.2,1574,13,0,0,3,no
1851,PhD,Single,82733.0,28,712,50,420,65,38,38,1,8,4,7,4,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,accepted,30,14.9,1323,19,0,0,1,no
1852,Master,Divorced,74290.0,70,1121,0,72,0,12,12,4,10,8,10,6,not_accepted,accepted,not_accepted,accepted,not_accepted,no_complain,not_accepted,43,12.9,1217,28,1,2,1,yes
1853,Master,Single,58217.0,84,68,1,13,3,5,13,1,2,0,4,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,63,25.8,103,6,3,0,3,yes
1854,Master,Couple,21024.0,89,36,4,18,6,2,18,1,2,0,4,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,38,21.1,84,6,0,0,4,no
1855,PhD,Married,70116.0,73,707,44,603,95,58,29,1,2,8,12,1,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,42,23.5,1536,22,0,0,3,no
1856,Bachelor,Couple,54006.0,42,174,77,203,6,24,97,2,8,1,7,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,29,27.8,581,16,1,0,3,yes
1857,PhD,Married,69063.0,16,666,35,124,69,8,26,1,5,3,5,3,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,48,30.1,928,13,1,0,3,yes
1858,Undergraduate,Divorced,11448.0,16,0,0,0,6,2,6,1,1,0,2,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,39,12.7,14,3,0,0,4,no
1859,Bachelor,Single,61825.0,56,162,50,100,55,30,27,1,4,2,8,4,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,35,18.0,424,14,1,0,3,yes
1860,Bachelor,Married,70886.0,65,407,70,239,103,88,53,1,5,4,4,2,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,43,14.8,960,13,1,0,3,yes
1861,Bachelor,Married,69109.0,10,823,25,459,124,29,95,1,6,6,7,4,not_accepted,not_accepted,accepted,not_accepted,not_accepted,no_complain,accepted,32,28.0,1555,19,0,1,3,no
1862,Bachelor,Single,60208.0,13,488,23,71,15,0,59,11,8,3,7,7,not_accepted,accepted,not_accepted,not_accepted,not_accepted,no_complain,accepted,41,30.1,656,18,2,1,3,yes
1863,Master,Couple,32889.0,78,28,0,13,4,2,8,3,2,1,3,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,46,19.0,55,6,2,0,2,yes
1864,Bachelor,Single,34738.0,51,3,2,10,3,0,2,1,1,0,3,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,30,1.9,20,4,1,0,2,yes
1865,Master,Couple,30538.0,27,284,0,52,8,3,20,4,9,0,4,10,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,43,36.2,367,13,1,0,4,yes
1866,Undergraduate,Couple,82326.0,30,938,142,754,159,81,183,1,5,10,6,2,not_accepted,accepted,accepted,accepted,not_accepted,no_complain,accepted,37,3.0,2257,21,0,3,1,no
1867,PhD,Divorced,26642.0,71,13,2,15,2,2,8,2,2,0,3,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,47,12.1,42,5,1,0,4,yes
1868,Bachelor,Divorced,69932.0,97,412,172,153,150,105,57,2,7,6,11,4,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,50,13.0,1049,24,1,0,3,yes
1869,Bachelor,Single,44503.0,83,31,1,8,0,0,8,2,2,0,3,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,42,8.6,48,5,2,0,2,yes
1870,PhD,Single,60200.0,3,502,19,132,0,6,26,6,6,2,11,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,66,23.3,685,19,1,0,3,yes
1871,Bachelor,Divorced,49638.0,71,18,10,3,3,5,0,1,1,0,3,2,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,62,8.5,39,4,1,0,2,yes
1872,Undergraduate,Single,23830.0,3,1,8,6,4,8,16,1,1,0,3,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,27,6.1,43,4,0,0,4,no
1873,Master,Single,33051.0,15,100,71,243,108,94,219,3,9,1,8,9,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,accepted,55,28.9,835,18,0,0,2,no
1874,Bachelor,Married,72905.0,52,407,114,445,181,165,203,1,3,7,9,1,not_accepted,not_accepted,not_accepted,accepted,not_accepted,no_complain,not_accepted,56,11.5,1515,19,0,1,1,no
1875,PhD,Couple,69702.0,8,664,9,240,50,19,57,2,7,7,10,4,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,63,22.7,1039,24,1,0,3,yes
1876,Bachelor,Divorced,70300.0,89,1045,61,338,60,46,46,3,5,5,13,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,39,17.8,1596,23,1,0,3,yes
1877,PhD,Married,70643.0,66,1218,107,304,23,143,33,1,5,8,4,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,accepted,30,26.9,1828,17,0,0,3,no
1878,PhD,Married,30396.0,22,15,0,6,0,1,12,2,1,1,2,7,accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,accepted,45,8.2,34,4,1,1,4,yes
1879,PhD,Divorced,50616.0,56,128,0,16,0,1,4,2,4,0,4,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,46,8.6,149,8,1,0,2,yes
1880,Master,Single,62772.0,74,581,49,157,43,8,108,1,5,6,11,2,not_accepted,accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,45,19.7,946,22,1,1,3,yes
1881,PhD,Single,30298.0,48,6,3,12,6,1,0,1,1,1,3,3,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,29,7.5,28,5,0,0,4,no
1882,Bachelor,Single,52413.0,67,185,8,133,56,56,12,2,7,1,7,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,30,34.2,450,15,1,0,3,yes
1883,PhD,Married,44155.0,24,22,1,9,0,0,14,1,1,1,2,4,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,57,11.5,46,4,2,0,2,yes
1884,PhD,Divorced,86979.0,67,584,100,835,65,83,35,1,5,5,5,2,accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,accepted,43,17.9,1702,15,0,1,1,no
1885,Bachelor,Couple,76532.0,38,355,30,177,90,138,30,4,9,5,7,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,39,15.9,820,21,2,0,1,yes
1886,Bachelor,Married,42081.0,86,175,10,110,54,6,27,2,6,3,4,6,accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,32,22.4,382,13,1,1,2,yes
1887,PhD,Married,67546.0,90,864,134,768,150,38,172,1,4,10,5,3,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,26,28.4,2126,19,0,0,3,no
1888,Master,Couple,88420.0,87,957,153,612,99,95,153,1,4,7,8,1,accepted,not_accepted,accepted,accepted,not_accepted,no_complain,not_accepted,25,11.0,2069,19,0,3,1,no
1889,Bachelor,Married,31158.0,62,25,6,16,20,0,5,2,2,0,3,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,29,23.4,72,5,1,0,4,yes
1890,Bachelor,Divorced,61671.0,23,641,7,56,0,0,28,8,10,4,6,8,not_accepted,accepted,not_accepted,accepted,not_accepted,no_complain,not_accepted,46,10.0,732,20,1,2,3,yes
1891,Bachelor,Single,69719.0,99,273,86,208,177,14,43,1,2,3,5,1,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,40,7.3,801,10,0,0,3,no
1892,Bachelor,Divorced,49160.0,29,122,21,43,25,10,15,2,3,1,6,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,65,14.6,236,10,1,0,2,yes
1893,Undergraduate,Couple,24882.0,52,1,4,10,29,0,36,1,1,1,2,6,accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,36,28.1,80,4,1,1,4,yes
1894,PhD,Single,90933.0,90,1020,31,430,62,63,79,1,4,6,4,1,not_accepted,not_accepted,accepted,not_accepted,not_accepted,no_complain,not_accepted,60,9.2,1685,14,0,1,1,no
1895,PhD,Single,113734.0,9,6,2,3,1,262,3,0,27,0,0,1,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,69,7.2,277,27,0,0,1,no
1896,PhD,Couple,59292.0,71,378,14,68,19,14,14,2,3,5,8,3,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,64,18.9,507,16,1,0,3,yes
1897,PhD,Married,45759.0,13,42,1,18,3,0,4,2,2,0,3,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,50,22.5,68,5,2,0,2,yes
1898,Bachelor,Single,22148.0,16,15,5,14,0,4,11,1,1,0,3,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,31,8.7,49,4,0,0,4,no
1899,Master,Married,73395.0,94,272,7,80,20,7,11,1,4,4,6,2,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,27,9.6,397,14,0,0,1,no
1900,Bachelor,Divorced,29819.0,77,9,1,24,2,1,2,3,3,0,3,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,43,14.4,39,6,1,0,4,yes
1901,Bachelor,Married,45688.0,20,279,0,18,0,0,9,2,3,1,8,4,not_accepted,accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,46,11.3,306,12,1,1,2,yes
1902,Bachelor,Married,62820.0,51,398,61,265,138,61,53,1,3,4,6,1,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,60,14.0,976,13,0,0,3,no
1903,PhD,Married,60491.0,81,637,47,237,12,19,76,4,6,11,7,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,43,19.0,1028,24,1,0,3,yes
1904,Bachelor,Couple,33235.0,71,45,0,16,2,1,6,1,3,0,3,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,28,8.1,70,6,1,0,2,yes
1905,Bachelor,Married,35701.0,36,21,1,9,7,3,5,1,1,0,3,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,55,21.7,46,4,0,0,2,no
1906,Master,Married,31535.0,95,15,4,13,0,0,19,1,1,1,2,7,accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,34,15.4,51,4,1,1,4,yes
1907,Undergraduate,Couple,92556.0,32,493,183,352,184,23,28,0,3,5,13,0,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,54,8.5,1263,21,0,0,1,no
1908,Bachelor,Single,67384.0,32,957,40,175,158,53,107,2,7,8,5,5,not_accepted,accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,44,27.0,1490,20,1,1,3,yes
1909,Master,Couple,80573.0,85,829,138,430,60,92,15,1,4,6,13,2,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,43,26.9,1564,23,0,0,1,no
1910,Bachelor,Married,77870.0,93,1017,50,500,65,50,133,3,5,5,5,8,not_accepted,accepted,not_accepted,accepted,not_accepted,no_complain,accepted,47,28.7,1815,15,1,2,1,yes
1911,PhD,Single,52278.0,24,953,0,71,0,0,174,6,10,5,10,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,51,23.5,1198,25,1,0,3,yes
1912,Bachelor,Single,57107.0,44,159,0,120,0,0,137,7,4,4,8,8,not_accepted,accepted,not_accepted,not_accepted,accepted,no_complain,accepted,46,28.6,416,16,1,2,3,yes
1913,Bachelor,Married,18929.0,15,32,0,8,23,4,18,1,1,0,4,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,24,22.8,85,5,0,0,4,no
1914,PhD,Single,36038.0,82,23,0,15,0,2,7,2,3,0,3,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,33,19.3,47,6,1,0,2,yes
1915,Bachelor,Single,20180.0,27,18,42,24,15,20,18,1,2,1,4,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,38,22.6,137,7,0,0,4,no
1916,PhD,Couple,34230.0,72,15,0,4,0,0,2,1,1,0,2,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,49,24.5,21,3,2,0,2,yes
1917,Undergraduate,Single,31878.0,7,23,4,5,10,5,23,1,1,0,4,3,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,37,6.4,70,5,1,0,4,yes
1918,Undergraduate,Married,70932.0,57,200,193,100,46,185,185,2,6,2,12,3,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,42,11.5,909,20,1,0,3,yes
1919,Bachelor,Single,91249.0,84,1324,27,119,71,108,27,0,7,9,6,4,not_accepted,accepted,accepted,accepted,accepted,no_complain,accepted,58,26.7,1676,22,0,4,1,no
1920,Master,Single,77598.0,53,1193,33,281,129,66,33,1,7,5,13,3,not_accepted,not_accepted,accepted,not_accepted,not_accepted,no_complain,not_accepted,71,24.0,1735,25,0,1,1,no
1921,Bachelor,Single,80982.0,48,505,137,401,104,22,22,3,11,5,11,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,complain,not_accepted,55,17.2,1191,27,2,0,1,yes
1922,Master,Married,22701.0,2,2,4,9,0,4,5,1,1,0,3,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,37,20.0,24,4,1,0,4,yes
1923,PhD,Married,55212.0,65,1103,0,45,0,0,34,3,4,2,11,8,not_accepted,accepted,not_accepted,not_accepted,accepted,no_complain,not_accepted,45,25.6,1182,17,1,2,3,yes
1924,Bachelor,Married,70617.0,45,353,61,753,40,46,27,1,3,3,7,2,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,44,18.5,1280,13,0,0,3,no
1925,Bachelor,Single,64849.0,42,652,48,350,94,84,108,1,9,3,6,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,accepted,57,25.9,1336,18,0,0,3,no
1926,Master,Married,62694.0,29,379,6,157,25,91,91,5,9,3,7,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,49,18.7,749,19,2,0,3,yes
1927,PhD,Married,61917.0,83,46,4,36,2,2,1,1,2,0,4,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,40,13.5,91,6,2,0,3,yes
1928,PhD,Married,67472.0,93,162,31,127,8,17,69,2,4,2,7,3,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,67,15.3,414,13,1,0,3,yes
1929,Master,Married,21059.0,40,8,3,19,3,3,8,3,3,0,3,6,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,32,6.1,44,6,1,0,4,yes
1930,Master,Married,29543.0,47,17,3,18,3,4,18,2,3,1,2,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,46,12.0,63,6,2,0,4,yes
1931,Bachelor,Married,75903.0,50,340,108,185,130,38,100,2,6,6,9,3,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,63,17.1,901,21,1,0,1,yes
1932,Undergraduate,Couple,34984.0,40,8,4,15,3,5,3,2,1,0,3,7,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,39,31.2,38,4,2,0,2,yes
1933,PhD,Single,54998.0,3,154,22,202,39,30,8,5,4,2,9,4,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,accepted,58,15.1,455,15,1,0,3,yes
1934,PhD,Single,54356.0,62,710,15,30,20,0,0,3,11,2,8,8,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,accepted,65,25.7,775,21,1,0,3,yes
1935,Master,Married,34242.0,25,8,2,4,0,0,1,1,0,0,3,5,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,55,9.4,15,3,1,0,2,yes
1936,Bachelor,Married,25410.0,48,2,2,4,13,13,4,1,1,0,4,4,not_accepted,not_accepted,not_accepted,not_accepted,not_accepted,no_complain,not_accepted,41,16.2,38,5,1,0,4,yes
1937,PhD,Married,73356.0,56,1050,14,322,0,14,112,1,5,11,5,2,accepted,not_accepted,accepted,accepted,not_accepted,no_complain,accepted,30,7.1,1512,21,0,3,1,no
