,Education,Marital_Status,Yearly_Income,Recency_(days),Wines,Fruits,Meat,Fish,Sweets,Gold,Discount_Deal,Web_Deal,Catalog_Deal,Store_Deal,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Client_since_(month),Spending,Total_Deal_nondiscount,Children,total_cmp_accepted
653,2,0,50616.0,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,64,8.7,67,6,1,0
654,0,1,49431.0,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,59,34.3,365,13,1,0
655,0,1,153924.0,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,39,6.1,6,0,0,0
656,0,0,61278.0,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,61,9.1,165,8,1,0
657,3,0,26490.0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,56,27.7,210,9,0,0
658,2,0,73059.0,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,67,16.2,1095,25,1,0
659,2,3,46734.0,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,48,14.5,223,8,3,1
660,0,0,56253.0,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,51,30.1,597,18,1,0
661,0,2,19986.0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,29,13.7,22,3,1,0
662,0,3,58330.0,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,39,12.4,1064,23,1,0
663,3,2,25965.0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,34,30.2,74,5,0,0
664,1,0,14661.0,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,58,24.3,26,4,0,0
665,0,2,18690.0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,55,24.4,60,4,0,0
666,2,0,45068.0,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,40,19.8,20,3,1,0
667,3,3,21063.0,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,27,15.4,59,5,1,0
668,2,2,29187.0,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,46,16.1,34,4,1,0
669,3,2,54690.0,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,43,17.9,198,9,2,0
670,2,2,59304.0,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,50,17.3,1048,25,1,0
671,1,3,59247.0,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,52,16.9,574,16,2,0
672,0,3,66731.0,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,44,25.1,1029,13,1,0
673,0,2,77353.0,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,34,12.7,670,18,1,0
674,2,3,52614.0,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,39,36.1,990,14,1,0
675,0,2,26751.0,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,40,7.4,11,3,2,0
676,2,2,81300.0,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,51,26.4,1241,18,1,1
677,0,3,70337.0,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,35,11.1,576,16,0,0
678,3,2,36145.0,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,29,18.8,172,8,1,1
679,2,3,65295.0,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,34,12.4,664,19,0,0
680,0,1,68118.0,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,51,14.6,928,21,1,0
681,0,1,68743.0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,47,28.4,2074,29,0,0
682,3,0,41039.0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,32,17.5,467,14,0,0
683,0,0,38946.0,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,59,14.4,257,10,1,0
684,0,0,65777.0,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,47,12.6,1146,16,0,0
685,2,1,66476.0,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,38,18.2,689,18,1,0
686,2,3,86857.0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,42,25.1,2114,21,0,0
687,2,2,160803.0,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,0,32,33.2,1717,29,0,0
688,2,0,77845.0,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,25,7.6,1346,20,0,2
689,2,0,69476.0,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,45,15.2,1044,14,0,0
690,2,1,50611.0,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,1,54,33.2,493,16,1,1
691,0,3,61209.0,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,44,16.4,957,12,0,0
692,1,0,42315.0,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,56,13.0,270,9,1,0
693,3,0,13084.0,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,62,22.9,29,4,0,0
694,1,3,47570.0,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1,65,19.4,121,6,2,0
695,1,2,61923.0,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,53,17.4,126,7,2,0
696,0,3,34824.0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,19,9.3,23,3,0,0
697,2,3,26518.0,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1,65,17.1,57,5,2,0
698,0,3,45938.0,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,53,22.0,636,18,0,0
699,0,0,78468.0,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,54,3.9,1004,27,0,1
700,0,1,78901.0,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0,41,15.7,734,17,1,0
701,0,2,71427.0,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,36,0.9,614,18,2,0
702,0,1,71022.0,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,36,2.0,1453,18,1,1
703,1,3,90247.0,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,1,26,8.2,1621,14,0,3
704,1,1,41335.0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,46,12.3,187,9,1,0
705,0,2,71952.0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,28,15.2,1443,20,1,2
706,2,1,35682.0,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,44,6.2,57,5,1,0
707,0,1,43185.0,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,63,15.1,637,18,1,0
708,2,0,66375.0,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,0,66,13.5,948,11,1,1
709,1,2,35178.0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,43,15.2,59,4,1,1
710,0,2,25252.0,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,28,13.0,18,3,1,0
711,1,3,55250.0,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,49,26.7,903,22,1,0
712,0,3,33249.0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,39,22.6,112,6,1,0
713,0,0,58398.0,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,61,19.9,596,17,0,0
714,0,0,50272.0,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,32,18.0,233,10,1,0
715,2,2,76618.0,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,39,30.1,1511,10,0,0
716,3,1,87305.0,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,1,54,27.6,1152,16,0,1
717,0,0,25851.0,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,0,36,14.1,48,5,1,0
718,0,1,58710.0,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0,44,21.3,1185,25,1,0
719,0,3,45160.0,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0,56,9.2,21,3,2,0
720,1,2,74806.0,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0,49,24.7,965,14,1,0
721,0,2,59111.0,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,0,60,23.1,869,20,0,0
722,2,2,18988.0,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,0,30,7.4,16,4,1,0
723,0,2,72190.0,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,49,22.9,1947,15,0,0
724,0,2,7500.0,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,1,38,36.3,71,7,1,1
725,0,2,44794.0,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,48,4.9,65,5,1,0
726,0,2,80395.0,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,0,59,13.4,1380,23,0,1
727,1,1,75012.0,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,0,38,11.3,1027,22,0,0
728,1,2,56962.0,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,49,13.9,411,14,3,0
729,0,0,89891.0,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,0,23,20.8,836,25,0,1
730,2,1,35946.0,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,65,15.3,11,3,2,0
731,2,0,53593.0,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,0,61,30.2,480,15,2,0
732,0,2,66373.0,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,36,13.0,606,16,2,0
733,2,1,45072.0,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,0,66,14.7,284,11,3,0
734,0,1,89694.0,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,0,41,15.9,1472,11,2,3
735,0,2,72025.0,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,1,65,8.2,1677,25,0,3
736,0,2,67432.0,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,0,41,21.4,1335,17,1,0
737,1,0,70545.0,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,62,10.0,334,12,1,0
738,3,2,17487.0,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,0,25,21.8,18,3,1,0
739,0,0,62882.0,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0,45,28.1,1338,18,1,0
740,2,3,64108.0,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,0,61,21.6,1099,26,1,0
741,1,0,34941.0,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,58,19.2,97,6,2,0
742,2,3,48767.0,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,0,64,12.1,63,6,3,0
743,3,0,38702.0,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,0,36,24.1,109,7,1,0
744,0,2,82224.0,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,0,50,11.3,902,20,0,1
745,0,0,83844.0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,62,13.0,1574,19,0,1
746,3,2,17003.0,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,0,39,15.8,38,6,1,0
747,0,3,71163.0,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,0,19,4.0,960,23,0,0
748,0,3,33697.0,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,0,44,15.7,28,3,1,1
749,3,2,63564.0,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,1,60,11.2,1215,27,0,1
750,2,0,83443.0,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,0,42,12.2,1497,21,0,0
751,2,0,51518.0,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,0,56,22.0,449,15,1,0
752,0,3,58330.0,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,39,12.4,1064,23,1,0
753,0,2,80952.0,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,0,1,45,22.4,1757,24,0,3
754,0,0,75507.0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,35,11.0,1440,20,0,0
755,3,0,63855.0,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,0,36,16.2,1006,23,0,0
756,2,0,62220.0,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,1,42,26.1,1226,18,1,0
757,0,2,58512.0,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0,50,15.6,1171,15,1,0
758,1,2,40662.0,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,0,35,21.9,92,6,1,0
759,2,2,38829.0,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,0,55,7.0,99,7,1,0
760,3,2,35523.0,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,0,33,22.0,66,6,1,0
761,0,3,79146.0,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,47,8.4,564,17,2,0
762,1,2,78285.0,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,0,26,14.3,1427,20,0,0
763,2,3,31626.0,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,0,1,36,15.1,86,5,1,1
764,0,3,75127.0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0,62,7.4,833,18,0,0
765,0,2,48726.0,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,0,59,20.4,242,9,1,0
766,0,2,74985.0,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,0,37,26.1,1869,16,0,0
767,0,0,67430.0,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,0,27,32.2,1364,28,0,0
768,3,2,46891.0,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,49,24.0,183,7,1,0
769,1,2,62058.0,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,0,58,19.5,450,14,1,0
770,0,2,72063.0,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,0,35,22.1,758,19,1,0
771,2,2,78939.0,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,0,63,12.8,1507,19,0,0
772,0,3,42720.0,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,0,1,49,20.5,654,17,2,0
773,0,2,33622.0,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,0,42,20.9,81,6,2,0
774,2,0,6835.0,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,0,57,29.0,137,1,1,0
775,0,0,41452.0,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,61,19.2,16,3,2,0
776,2,3,40760.0,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,0,49,16.3,93,6,1,0
777,2,0,74250.0,90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,0,0,56,11.3,1158,17,0,0
778,1,3,51124.0,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,0,59,12.6,43,4,2,0
779,0,3,72258.0,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,0,43,12.9,1525,20,1,0
780,2,3,71466.0,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,0,40,8.0,1230,18,0,0
781,0,0,36283.0,42,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,0,38,8.7,29,4,2,0
782,0,3,20587.0,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,0,44,1.9,25,4,1,0
783,0,2,30467.0,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,0,42,9.6,24,3,1,0
784,0,0,31590.0,40,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,0,0,42,18.7,38,4,1,0
785,3,2,20425.0,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,0,28,26.4,57,5,1,0
786,1,0,17144.0,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,0,54,10.6,47,7,2,0
787,2,1,42564.0,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,0,1,46,23.3,813,18,1,1
788,1,2,43783.0,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,0,36,7.2,629,16,1,1
789,0,1,40780.0,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,0,38,29.1,377,13,1,0
790,1,0,62847.0,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,0,69,23.8,1612,13,0,0
791,2,2,82017.0,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,0,1,57,30.1,729,16,0,3
792,0,3,16813.0,49,4,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0,0,0,64,17.7,50,5,0,1
793,0,2,51267.0,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,0,36,14.3,270,11,2,0
794,0,3,46524.0,70,31,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0,0,0,53,20.2,177,7,1,0
795,1,3,45183.0,33,219,3,60,12,9,12,1,4,1,7,7,0,1,0,0,0,0,0,52,23.7,315,12,0,1
796,2,2,70421.0,98,479,28,136,75,14,35,3,10,3,7,6,0,0,0,0,0,0,0,60,6.2,767,20,1,0
797,3,1,60161.0,17,584,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0,0,0,49,26.6,1071,23,1,0
798,0,0,73926.0,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,0,41,23.2,1580,23,0,0
799,0,2,19329.0,39,24,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0,0,0,46,12.7,60,7,1,0
800,1,2,61872.0,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,0,44,12.8,573,17,1,0
801,0,3,46984.0,71,19,1,10,2,1,8,1,1,0,3,5,0,0,0,0,0,0,0,58,21.5,41,4,2,0
802,0,2,34838.0,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,0,63,23.7,170,7,2,0
803,2,3,82716.0,8,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,0,0,70,20.0,1167,27,0,0
804,0,2,48192.0,76,1039,43,204,153,58,29,3,2,8,12,8,0,1,0,1,1,0,1,56,19.2,1526,22,0,3
805,1,2,49681.0,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,0,38,21.0,458,15,2,0
806,1,2,56850.0,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,0,43,9.4,63,5,1,0
807,0,2,55267.0,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,0,57,14.5,405,13,1,0
808,0,2,59666.0,87,623,53,178,23,17,133,7,3,2,8,8,0,1,0,0,0,0,0,42,21.6,1027,13,2,1
809,0,3,72504.0,43,604,26,470,123,161,94,2,5,9,6,2,0,0,0,0,0,0,0,42,19.2,1478,20,1,0
810,0,2,26872.0,0,3,10,8,3,16,32,1,1,1,2,6,0,0,0,0,0,0,0,33,14.7,72,4,0,0
811,0,3,21359.0,1,12,2,17,6,1,10,2,2,0,3,8,0,0,0,0,0,0,1,42,20.7,48,5,1,0
812,0,3,73170.0,1,184,174,256,50,30,32,1,5,4,6,2,0,0,0,0,0,0,0,39,7.1,726,15,0,0
813,1,2,52750.0,72,393,0,239,90,69,69,6,5,7,9,4,0,0,0,0,0,0,0,59,21.3,860,21,1,0
814,2,0,91820.0,72,410,73,747,76,161,30,0,5,5,12,1,0,0,0,0,0,0,0,28,13.4,1497,22,0,0
815,2,0,65968.0,12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,0,44,0.9,495,16,1,0
816,0,2,30772.0,89,7,2,4,2,1,4,1,1,0,2,6,0,0,0,0,0,0,0,38,0.9,20,3,2,0
817,0,3,22507.0,67,68,0,226,51,157,68,3,10,2,4,9,0,0,0,0,0,0,0,60,25.6,570,16,0,0
818,0,2,65685.0,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,42,9.2,769,20,1,0
819,3,2,25804.0,34,8,7,9,13,6,12,2,2,0,3,8,0,0,0,0,0,0,0,36,24.0,55,5,1,0
820,2,3,76412.0,15,840,53,804,23,71,17,1,5,4,8,3,0,0,1,1,0,0,1,34,20.2,1808,17,0,2
821,0,2,22063.0,43,7,10,13,3,11,11,2,2,0,3,7,0,0,0,0,0,0,0,42,17.0,55,5,1,0
822,0,3,57091.0,0,464,5,64,7,0,37,1,7,3,7,5,0,0,0,0,1,0,1,53,6.6,577,17,0,1
823,0,2,22419.0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,51,20.7,162,7,0,0
824,0,0,87771.0,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,55,19.6,1957,19,1,4
825,3,1,78353.0,51,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,0,55,20.8,1576,23,1,0
826,0,2,93404.0,97,1279,15,287,20,0,15,3,3,4,7,5,0,1,1,0,0,0,0,60,18.1,1616,14,3,2
827,0,1,37859.0,75,22,1,8,2,1,2,2,1,0,3,8,0,0,0,0,0,0,0,52,13.2,36,4,3,0
828,2,3,80995.0,83,860,28,409,73,56,56,1,8,9,4,4,0,0,0,0,0,0,0,56,14.0,1482,21,1,0
829,0,0,16529.0,23,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0,0,30,12.1,22,4,1,0
830,2,1,55412.0,65,10,5,28,11,1,8,1,2,0,3,5,0,0,0,0,0,0,0,38,13.5,63,5,2,0
831,0,3,48789.0,94,351,16,156,7,5,145,1,6,4,7,6,0,0,0,0,0,0,0,22,27.1,680,17,0,0
832,2,0,56575.0,42,421,5,90,0,16,10,3,7,3,7,5,0,0,0,0,0,0,0,47,20.2,542,17,2,0
833,3,0,25130.0,10,2,5,7,0,18,18,2,2,0,3,7,0,0,0,0,0,0,0,34,23.0,50,5,1,0
834,0,2,35441.0,94,25,1,9,2,1,1,2,1,0,3,8,0,0,0,0,0,0,0,47,22.8,39,4,2,0
835,0,2,71391.0,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,0,58,21.4,1043,23,1,0
836,1,3,49494.0,46,191,9,97,0,6,82,2,6,1,5,7,0,0,0,0,0,0,0,42,20.5,385,12,1,0
837,0,1,81702.0,98,563,50,774,28,31,187,1,7,7,12,3,0,0,0,0,0,0,0,34,27.6,1633,26,0,0
838,3,3,45889.0,42,31,0,6,0,1,8,1,1,0,3,6,0,0,0,0,0,0,0,34,23.1,46,4,1,0
839,0,3,56628.0,30,479,5,82,7,17,171,2,7,6,5,5,1,0,0,0,0,0,0,37,9.5,761,18,1,1
840,0,0,34026.0,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,64,20.1,76,6,2,0
841,0,2,40049.0,61,91,65,52,10,44,28,3,3,2,6,5,0,0,0,0,0,0,0,40,25.4,290,11,1,0
842,0,3,34176.0,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,26,0.9,89,7,1,0
843,0,2,19419.0,76,2,14,28,16,3,7,4,4,0,3,9,0,0,0,0,0,0,0,33,27.0,70,7,1,0
844,3,2,82504.0,2,362,50,431,134,35,54,1,3,6,7,1,0,0,0,0,0,0,0,54,17.4,1066,16,0,0
845,0,0,81205.0,43,724,74,929,97,55,130,1,5,6,7,2,1,0,1,0,1,0,1,44,11.7,2009,18,0,3
846,3,3,61618.0,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,0,23,27.4,1345,17,0,0
847,1,3,55284.0,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,0,58,24.6,764,20,1,0
848,0,3,49980.0,79,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0,0,0,51,14.5,195,9,1,0
849,0,2,15072.0,96,8,2,15,0,10,18,4,3,1,3,5,0,0,0,0,0,0,0,34,15.1,53,7,2,0
850,0,3,49166.0,17,224,2,25,7,0,110,2,5,3,3,6,0,0,0,0,0,0,0,40,18.9,368,11,1,0
851,2,2,65324.0,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,0,60,2.0,544,17,1,0
852,3,2,82347.0,38,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,0,0,57,31.1,1853,24,0,2
853,2,0,30843.0,43,24,0,2,0,0,9,2,1,1,2,5,1,0,0,0,0,0,0,48,7.3,35,4,2,1
854,2,2,46374.0,1,408,0,21,0,0,17,3,7,1,7,8,0,1,0,1,0,0,1,40,9.6,446,15,1,2
855,0,3,60474.0,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,35,24.2,1180,24,1,0
856,1,2,38576.0,2,34,0,7,0,0,0,1,1,0,3,7,0,0,0,0,0,0,0,41,9.1,41,4,1,0
857,0,2,55357.0,66,374,64,116,84,25,64,3,6,2,11,5,0,0,0,0,0,0,0,29,22.7,727,19,2,0
858,0,0,37758.0,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,48,33.2,40,4,2,0
859,3,2,85710.0,5,600,20,350,29,30,33,1,6,9,10,2,0,0,1,0,0,0,0,25,20.2,1062,25,0,1
860,0,0,23228.0,71,13,2,18,6,1,0,2,2,0,3,8,0,0,0,0,0,0,0,45,11.3,40,5,1,0
861,1,0,44602.0,35,167,2,89,0,0,34,6,6,1,4,8,0,0,0,0,0,0,0,45,10.6,292,11,2,0
862,0,2,7500.0,94,0,2,3,4,1,5,1,0,0,3,6,0,0,0,0,0,0,0,27,16.2,15,3,0,0
863,3,0,38683.0,80,46,35,69,84,41,66,6,4,1,6,7,0,0,0,0,0,0,0,25,33.2,341,11,1,0
864,3,3,49514.0,61,88,39,78,58,13,93,2,6,1,4,7,0,0,0,0,0,0,0,39,12.6,369,11,1,0
865,2,0,57906.0,29,243,11,119,10,3,15,3,4,2,8,4,0,0,0,0,0,0,0,41,14.0,401,14,1,0
866,1,3,43456.0,0,275,11,68,25,7,7,3,5,1,8,5,0,0,0,0,0,0,0,48,21.5,393,14,1,0
867,1,3,19485.0,80,6,0,4,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,28,15.4,10,3,2,0
868,0,0,53172.0,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,0,36,19.1,486,13,1,0
869,0,0,30545.0,71,4,12,15,19,7,12,2,2,0,3,7,0,0,0,0,0,0,0,35,26.8,69,5,1,0
870,2,0,70123.0,27,1308,0,396,23,0,0,1,5,7,4,3,0,1,0,0,1,0,0,31,15.3,1727,16,0,2
